,index,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
117,218,569230983075115010,0,0.664,Cancelled Flight,0.3412,Virgin America,,aaronkurlander,,0,VirginAmerica I really look forward flight. let know reschedule ? # diehardvirgin,,2015-02-21 12:23:36 -0800,"New York, NY",Eastern Time (US & Canada)
118,219,569229785500680192,0,1.0,Cancelled Flight,0.6452,Virgin America,,aaronkurlander,,0,"VirginAmerica Cancelled Flight flight VX413 ? One sec delay , airport , next Cancelled Flightled ? Gon na email call reschedule ?",,2015-02-21 12:18:51 -0800,"New York, NY",Eastern Time (US & Canada)
119,220,569226875349835776,0,1.0,Customer Service Issue,0.6766,Virgin America,,borknagar,,0,VirginAmerica I problem link email check-in. thanks,,2015-02-21 12:07:17 -0800,chile,Santiago
120,221,569224234150404096,0,1.0,Flight Booking Problems,0.6954,Virgin America,,propsonline,,0,VirginAmerica change another airline get DC today ... Why united able land DC ? Cost $ 800 ... ugh,,2015-02-21 11:56:47 -0800,"California, USA",Pacific Time (US & Canada)
121,224,569221440794271745,1,1.0,,,Virgin America,,carlos89178,,0,VirginAmerica wish I afford fly next Friday go back home.. love everything airline,,2015-02-21 11:45:41 -0800,,
122,225,569221156504530944,0,1.0,Can't Tell,0.6526,Virgin America,,shounshounette,,0,VirginAmerica gon na deal Dallas DC deal DC Dallas ? # sad,,2015-02-21 11:44:33 -0800,,
123,227,569218762907324416,0,1.0,Customer Service Issue,1.0,Virgin America,,DonnellyPatrick,,0,VirginAmerica hold time call center bit much,,2015-02-21 11:35:03 -0800,SF Bay Area,Pacific Time (US & Canada)
124,229,569211675108179968,0,0.6455,Flight Booking Problems,0.3497,Virgin America,,josephschwegler,,0,VirginAmerica Site ? # help,,2015-02-21 11:06:53 -0800,,Pacific Time (US & Canada)
125,230,569209566715469824,1,1.0,,,Virgin America,,jennifer_caron,,0,VirginAmerica You best flight attendant ever ! ! ! http : //t.co/PxdEL1nq3l,,2015-02-21 10:58:30 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
126,232,569205125278859265,1,1.0,,,Virgin America,,ninjasistah,,0,VirginAmerica thanks much !,,2015-02-21 10:40:51 -0800,Massachusetts,Eastern Time (US & Canada)
127,234,569202691185909760,1,0.6575,,,Virgin America,,EleonoraKaras,,0,"VirginAmerica , airline base Silicon Valley ! # disruption # FCmostinnovative # incubator FastCompany 's http : //t.co/wU3LbCNcr9",,2015-02-21 10:31:11 -0800,New York,
128,235,569201943131738113,1,1.0,,,Virgin America,,carlosondrums,,0,VirginAmerica Very nicely done. ð,,2015-02-21 10:28:13 -0800,Las Vegas,Eastern Time (US & Canada)
129,236,569200619430420480,1,0.6701,,,Virgin America,,ninjasistah,,0,VirginAmerica Iâm look forward watch Oscars flight home tomorrow. I might even get something bubbly drink ! ; ),,2015-02-21 10:22:57 -0800,Massachusetts,Eastern Time (US & Canada)
130,237,569200606595952640,0,0.6489,Late Flight,0.6489,Virgin America,,stephenasilverm,,0,VirginAmerica What reason delay departure VX 413 JFK afternoon ?,,2015-02-21 10:22:54 -0800,,
131,238,569198782421663745,0,0.6786,Cancelled Flight,0.6786,Virgin America,,mrl6626,,0,"VirginAmerica today flight Palm Springs , Ca JFK NY Cancelled Flightled ?",,2015-02-21 10:15:39 -0800,,Arizona
132,239,569198104806699008,1,1.0,,,Virgin America,,SunRighteous,,0,VirginAmerica hahaha ð VirginAmerica YOU GUYS ARE AMAZING. I LOVE YOU GUYS ! ! ! ð,,2015-02-21 10:12:58 -0800,,Alaska
133,240,569197967959154688,1,1.0,,,Virgin America,,readerriter,,0,VirginAmerica sound like fun !,,2015-02-21 10:12:25 -0800,"CALIFORNIA, USA",Pacific Time (US & Canada)
134,243,569192778468626432,0,1.0,Customer Service Issue,1.0,Virgin America,,bluesmoon,,0,"VirginAmerica CSS site 404 right , please fix. Site unusable .",,2015-02-21 09:51:48 -0800,"Cambridge, MA, USA, Earth",Eastern Time (US & Canada)
135,244,569182336715243520,0,0.6473,Lost Luggage,0.3341,Virgin America,,RedSoxGirl1976,,0,"VirginAmerica We 're flight 910 Vegas Boston today , check online bag count n't register. Can I fix somehow ?",,2015-02-21 09:10:18 -0800,Somewhere outside of Fenway,Eastern Time (US & Canada)
136,245,569180623165915137,1,0.6771,,,Virgin America,,InuAtah,,0,"VirginAmerica classiq , luv Virgin America. Greetingz",,2015-02-21 09:03:30 -0800,Abuja,
137,246,569179517522046977,0,0.6636,Customer Service Issue,0.6636,Virgin America,,borknagar,,0,"VirginAmerica Hi , I 'm try check-in website working. I try 3 different browser problem continue",,2015-02-21 08:59:06 -0800,chile,Santiago
138,247,569176777056079874,1,1.0,,,Virgin America,,Recessionista,,0,VirginAmerica Thanks great customer service today & amp ; help get travel sort !,,2015-02-21 08:48:13 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
139,248,569165709516759042,1,1.0,,,Virgin America,,moosekazmi,,0,VirginAmerica thanks guy ! Sweet route Rockies # airplanemodewason,,2015-02-21 08:04:14 -0800,"Las Piedras, Peru",
140,249,569110766235877376,1,1.0,,,Virgin America,,_LisaCap,,0,VirginAmerica love 90 music blast gate # Boston wait flight # SanFrancisco. Only I could get iced coffee !,,2015-02-21 04:25:54 -0800,"Charlestown, MA",
141,250,569083230361673728,0,0.6706,Bad Flight,0.3514,Virgin America,,eatgregeat,,0,"VirginAmerica - passenger 7D , Flt 338 assault n't flown. I trust 's banned. Crew file report FAANews","[26.06726717, -80.14433663]",2015-02-21 02:36:29 -0800,,Eastern Time (US & Canada)
142,251,569028851860254720,0,1.0,Flight Booking Problems,0.6809,Virgin America,,alanzeino,,0,VirginAmerica current bug website show âselect departure cityâ select destination city http : //t.co/SLLYIBE2vQ,,2015-02-20 23:00:24 -0800,San Francisco,Pacific Time (US & Canada)
143,252,569022319437357056,0,1.0,Damaged Luggage,1.0,Virgin America,,khartline,,0,VirginAmerica luggage severely dented/missing wheel come baggage claim SAN. Luggage agent Miranda ( I think ) n't help .,,2015-02-20 22:34:27 -0800,Las Vegas,Pacific Time (US & Canada)
144,253,569020707113476096,1,1.0,,,Virgin America,,courtDMC,,0,"VirginAmerica thank easy itinerary shift impend weather. Quick , painless & amp ; free .",,2015-02-20 22:28:03 -0800,New York for now.,Central Time (US & Canada)
145,255,569011849976348672,1,1.0,,,Virgin America,,Cydney_Chase,,0,VirginAmerica Thanks ! Good time back ! # Vodkatonics entire flightð¸ # sfo,,2015-02-20 21:52:51 -0800,#SF#Optimist #Freefalling,Pacific Time (US & Canada)
146,259,568972394297077760,1,1.0,,,Virgin America,,AnnaProsser,,0,"VirginAmerica , 're great job add little luxuries/aesthetics improve air travel experience. Thank you. Keep !",,2015-02-20 19:16:04 -0800,USA,Pacific Time (US & Canada)
147,260,568945958970531840,0,1.0,Bad Flight,0.6765,Virgin America,,HenryLucero,,0,VirginAmerica request window seat confirm window get stuck middle seat. Not good way treat silver memberð,,2015-02-20 17:31:01 -0800,"Los Angeles, CA",
148,263,568942331921092608,0,0.6965,Bad Flight,0.3634,Virgin America,,stephanieslome,,0,VirginAmerica # wtf I pay direct flight purpose stop fuel exhaust frequent flier nothing inconvenience !,,2015-02-20 17:16:37 -0800,San Francisco,Pacific Time (US & Canada)
149,264,568940002849255425,0,1.0,Customer Service Issue,0.6633,Virgin America,,Alex_Ricardo,,0,VirginAmerica something wrong website Safari iPhone,,2015-02-20 17:07:21 -0800,Montreal,Eastern Time (US & Canada)
150,265,568929979981033472,1,1.0,,,Virgin America,,djchuang,,1,VirginAmerica thanks gate check baggage full flight dfw-lax 883 give early boarding # sweet,"[32.8454782, -96.8504585]",2015-02-20 16:27:32 -0800,"Orange County, CA",Pacific Time (US & Canada)
151,266,568929026644975616,0,0.6368,Can't Tell,0.6368,Virgin America,,miekd,,0,VirginAmerica Already check page expire : X,,2015-02-20 16:23:44 -0800,San Francisco,Pacific Time (US & Canada)
152,273,568911350656675841,1,1.0,,,Virgin America,,drsaadiaim,,0,VirginAmerica inflight team make experience # amazing !,,2015-02-20 15:13:30 -0800,Boca Raton FL 33434,
153,274,568910590921609216,1,1.0,,,Virgin America,,MaverickGamersX,,0,VirginAmerica cut salt pepper shaker ever. Just I think guy ca n't get good ! http : //t.co/vC6Keulg2J,,2015-02-20 15:10:29 -0800,Follow/Retweet for giveaways!,
154,275,568901823215448064,0,1.0,Bad Flight,0.6761,Virgin America,,MsReeseGirl,,0,VirginAmerica move seat notice. `` Better seat '' cabin select behind row I selectedð # DISAPPOINTED,,2015-02-20 14:35:38 -0800,Los Angeles,Pacific Time (US & Canada)
155,277,568897315458691072,1,1.0,,,Virgin America,,CanPOREOTICS,,0,VirginAmerica fav airline,,2015-02-20 14:17:44 -0800,"Anaheim, CA",
156,278,568890074164809728,1,0.6776,,,Virgin America,,MaverickGamersX,,0,VirginAmerica hot female pilot ! Sweet ! DCA SFO ! : - ),,2015-02-20 13:48:57 -0800,Follow/Retweet for giveaways!,
157,281,568882014415249408,0,1.0,Lost Luggage,1.0,Virgin America,,snellbell,,0,VirginAmerica already contact Central Baggage & amp ; send DM. RenttheRunway charge dress lose suitcase # help,,2015-02-20 13:16:56 -0800,,Quito
158,283,568868127364096000,0,0.6569,Customer Service Issue,0.6569,Virgin America,,SleeplessByte,,0,VirginAmerica Is anything go website ? I 've get lot error past 30 minute .,"[0.0, 0.0]",2015-02-20 12:21:45 -0800,Rijswijk â¡ The Netherlands,Amsterdam
159,288,568853685855334400,0,1.0,Can't Tell,0.6421,Virgin America,,Yorkshire_D,,0,VirginAmerica VirginAtlantic I check flight SFO LAX & amp ; tell Atlantic Flying Club Gold I get benefit ? !,,2015-02-20 11:24:22 -0800,,
160,289,568850967673896960,0,1.0,Flight Attendant Complaints,0.6458,Virgin America,,SaraBabs,,0,VirginAmerica husband I order three drink via screen never came. Awesome !,,2015-02-20 11:13:34 -0800,dc,Eastern Time (US & Canada)
161,290,568850943359496192,0,1.0,Bad Flight,0.6979,Virgin America,,AdamSinger,,0,VirginAmerica soooo guy go leave seatbelt light flight ? You barely call turbulence : - ),"[0.0, 0.0]",2015-02-20 11:13:28 -0800,"San Francisco, CA",Central Time (US & Canada)
162,294,568840560347373569,1,1.0,,,Virgin America,,polaroidmisha,,0,VirginAmerica would love virgin like I GoPro,"[0.0, 0.0]",2015-02-20 10:32:12 -0800,San Francisco,Pacific Time (US & Canada)
163,299,568830133626253312,0,1.0,Customer Service Issue,0.6655,Virgin America,,RobynMatza,,0,VirginAmerica I 'm try check 10:50AM CT flight tmm desktop website 's working ( sort cache bug ) SOS,"[0.0, 0.0]",2015-02-20 09:50:46 -0800,"New York, NY",Eastern Time (US & Canada)
164,302,568824637267685377,0,1.0,Customer Service Issue,1.0,Virgin America,,miekd,,0,VirginAmerica Do guy know check-in link email break ? http : //t.co/2npXB6oBMr,,2015-02-20 09:28:56 -0800,San Francisco,Pacific Time (US & Canada)
165,306,568811384437411840,0,0.662,Flight Booking Problems,0.662,Virgin America,,chrisaguiar88,,0,VirginAmerica The Flight Booking Problems section website seem broken Chrome. Might wan na look .,,2015-02-20 08:36:16 -0800,Massachusetts,
166,307,568805696780824576,1,1.0,,,Virgin America,,matthewhirsch,,0,VirginAmerica Hi ! Just want see new route plan year Newark. Love fly guy hope !,,2015-02-20 08:13:40 -0800,"Hoboken, NJ",Eastern Time (US & Canada)
167,308,568803996774879232,1,0.6884,,,Virgin America,,GabriellaDago,,0,"VirginAmerica I mean. Probably inappropriate board.. But , 's !",,2015-02-20 08:06:55 -0800,New York City,Eastern Time (US & Canada)
168,309,568802396907835393,1,0.6658,,,Virgin America,,AdamSinger,,0,VirginAmerica happy spend day together. Let 's !,,2015-02-20 08:00:33 -0800,"San Francisco, CA",Central Time (US & Canada)
169,312,568795139512127488,1,1.0,,,Virgin America,,JayRockerz,,0,. VirginAmerica They understand help out. Thx ! # Comps,,2015-02-20 07:31:43 -0800,"39.149054,  -77.273589",Eastern Time (US & Canada)
170,315,568790164404899840,0,1.0,Can't Tell,1.0,Virgin America,,perMicah,,0,virginamerica Looks like broken link asset https : //t.co/OArDjjGrrD,,2015-02-20 07:11:57 -0800,"Brooklyn, NY",Quito
171,317,568775898234798081,0,1.0,Flight Booking Problems,0.6667,Virgin America,,perMicah,,0,virginamerica manage itinerary section website seem broken http : //t.co/2pUJvCElNg,,2015-02-20 06:15:16 -0800,"Brooklyn, NY",Quito
172,318,568769672922812418,0,1.0,Customer Service Issue,0.6237,Virgin America,,iamnayr,,0,"VirginAmerica ca n't check , site look like every time load http : //t.co/kAcY2AwDbW",,2015-02-20 05:50:31 -0800,"San Francisco, CA",Pacific Time (US & Canada)
173,321,568663147189415936,0,1.0,Customer Service Issue,0.6596,Virgin America,,davidhfe,,0,virginAmerica Other carrier less half price round trip fare. I stunned. http : //t.co/UKdjjijroW,,2015-02-19 22:47:14 -0800,"San Francisco, CA",Pacific Time (US & Canada)
174,322,568662343170674688,0,1.0,Flight Booking Problems,0.6841,Virgin America,,davidhfe,,0,VirginAmerica WTF happen PDX Late Flight March one way SFO ~ $ 550 ?,,2015-02-19 22:44:02 -0800,"San Francisco, CA",Pacific Time (US & Canada)
175,324,568643040073506816,1,0.6809,,,Virgin America,,TMAnderson10,,0,VirginAmerica How free drink flight back free promo ?,,2015-02-19 21:27:20 -0800,"Dallas, TX",
176,325,568633361595412481,1,1.0,,,Virgin America,,SSal,,0,VirginAmerica SSal thanks !,,2015-02-19 20:48:52 -0800,"Dutchess County, NY",Eastern Time (US & Canada)
177,330,568608718994026496,0,1.0,Lost Luggage,1.0,Virgin America,,j_payton,,0,"VirginAmerica luggage gone. I 've file paperwork , promise call/email. Still resolution response central luggage .",,2015-02-19 19:10:57 -0800,San Francisco,Quito
178,332,568605449659895808,1,0.6482,,,Virgin America,,SuuperG,,0,VirginAmerica Thanks !,,2015-02-19 18:57:58 -0800,Wandering So-Cal-ian,Pacific Time (US & Canada)
179,333,568604690767872000,1,1.0,,,Virgin America,,imacsweb,,0,VirginAmerica thanks take care SuuperG flight ! ! # rockstars # travel,,2015-02-19 18:54:57 -0800,At an airport near you....,Pacific Time (US & Canada)
180,336,568585196699664384,0,0.6381,Flight Booking Problems,0.3279,Virgin America,,zoelle,,0,"VirginAmerica Just try book ticket NYC face super fun break styling. Do n't worry , I 'll keep try : )",,2015-02-19 17:37:29 -0800,San Francisco,Pacific Time (US & Canada)
181,339,568576829000425472,0,1.0,Customer Service Issue,0.6543,Virgin America,,joyabsalon,,0,VirginAmerica Applied Status Match Feb 1. Got confirmation email day. Still news though. You guy drop ball Late Flightly ð¥,,2015-02-19 17:04:14 -0800,Northern Virginia,Eastern Time (US & Canada)
182,342,568553610981740544,1,1.0,,,Virgin America,,SigmaRue,,0,"VirginAmerica I adore , look forward flight Austin two week .",,2015-02-19 15:31:58 -0800,"Portland, OR",Pacific Time (US & Canada)
183,343,568543525505089536,1,0.6875,,,Virgin America,,MNDNCH,,0,VirginAmerica I glad mentioned. I take first virgin flight year back transformative experience .,,2015-02-19 14:51:54 -0800,SD/LA/PS,Pacific Time (US & Canada)
184,345,568536882012749824,0,0.6539,Customer Service Issue,0.3461,Virgin America,,conorjrogers,,0,VirginAmerica try check-in ... look like site ?,,2015-02-19 14:25:30 -0800, DC | Jersey City,Eastern Time (US & Canada)
185,346,568532221180534784,0,0.6558,Late Flight,0.6558,Virgin America,,bonniecamp,,1,"VirginAmerica spending birthday night , DAL-DCA. Get home !",,2015-02-19 14:06:59 -0800,,
186,348,568525368572817408,1,1.0,,,Virgin America,,graveyardtravel,,0,"VirginAmerica first time fly Virgin , go # SanFrancisco .Thanks smooth ride. Easily new fav airline !",,2015-02-19 13:39:45 -0800,"Portland, Oregon",Tijuana
187,349,568522203198697474,0,0.6436,Can't Tell,0.324,Virgin America,,taygarrett,,0,"VirginAmerica seriously , though. direct flight SFO-FLL may ? ? ?",,2015-02-19 13:27:10 -0800,san francisco,Eastern Time (US & Canada)
188,352,568517565548339200,0,0.7223,longlines,0.7223,Virgin America,,c_crubin,,0,VirginAmerica wjere luggage # slow lax,,2015-02-19 13:08:44 -0800,,London
189,354,568511755040657409,0,1.0,Customer Service Issue,0.6581,Virgin America,,richeyvicious,,0,"VirginAmerica I speak representative offer solution , I loyal customer fly VirginAtlantic well",,2015-02-19 12:45:39 -0800,"LES, NYC",
190,355,568511474580066304,0,1.0,Flight Booking Problems,0.6725,Virgin America,,richeyvicious,,0,VirginAmerica I deeply disappointed birthday promo apply trip I book mere day I receive email,,2015-02-19 12:44:32 -0800,"LES, NYC",
191,356,568496820604821505,0,0.654,Flight Booking Problems,0.3438,Virgin America,,taygarrett,,0,"VirginAmerica happen direct flight SFO-FLL ? Looking May , see connect # help # dontdothistome",,2015-02-19 11:46:18 -0800,san francisco,Eastern Time (US & Canada)
192,359,568491256508231680,1,1.0,,,Virgin America,,alexster4324,,0,"VirginAmerica promote product , problem southwest recommend noneother best ! http : //t.co/tFaNXBh1Cf",,2015-02-19 11:24:12 -0800,,
193,360,568490223417602050,1,1.0,,,Virgin America,,beasharif,,0,"VirginAmerica love guy , pls get direct rout LAS AUS !",,2015-02-19 11:20:05 -0800,The World,Pacific Time (US & Canada)
194,363,568481985221537792,1,1.0,,,Virgin America,,Rgulojr,,0,VirginAmerica course ! I work VirginAtlantic I 'm obsessed entire Virgin family ! !,,2015-02-19 10:47:21 -0800,Chicago,Eastern Time (US & Canada)
195,364,568478510538493952,1,0.6548,,,Virgin America,,_kristenicole_,,0,VirginAmerica ok ! first time fly tonight : ),,2015-02-19 10:33:33 -0800,â Seattle | WA,Eastern Time (US & Canada)
196,367,568469942711885825,0,0.6756,Can't Tell,0.6756,Virgin America,,danteusa1,,0,VirginAmerica I 2d 3d embossed badge patch superior one currently using. http : //t.co/3fq3XElbOn,,2015-02-19 09:59:30 -0800,,
197,368,568463892453724160,0,1.0,Bad Flight,0.6899,Virgin America,,wmrrock,,0,VirginAmerica VX399 JFK LA - dirty plane - standard .,,2015-02-19 09:35:28 -0800,CT,Eastern Time (US & Canada)
198,369,568463244035289088,0,1.0,Bad Flight,1.0,Virgin America,,wmrrock,,0,VirginAmerica flight VX399 head LA JFK - dirty VA plane I ever on. Sad great airline .,"[0.0, 0.0]",2015-02-19 09:32:53 -0800,CT,Eastern Time (US & Canada)
199,370,568460512553353216,1,0.6888,,,Virgin America,,mightymeesh,,0,VirginAmerica get square away. Someone pick soon I tweeted. Should tweet sooner. ð,,2015-02-19 09:22:02 -0800,San Francisco,
200,372,568457140894969856,0,1.0,Late Flight,1.0,Virgin America,,LondonBrushCo,,0,VirginAmerica delay to10.30 ! !,,2015-02-19 09:08:38 -0800,Global,Pacific Time (US & Canada)
201,373,568456334581981184,0,1.0,Customer Service Issue,1.0,Virgin America,,mightymeesh,,0,VirginAmerica currently minute 10 hold cust. service. Do I need anything add lap child reservation ?,,2015-02-19 09:05:26 -0800,San Francisco,
